CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.36904,35.36904,133.47329,133.47329,SAE,,,s_MAS02 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.31,0.372,,17.15,,,,3.36,4.28,1.52,0.072,,1.9,4.34,0.14,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.43242372,14.36607639,,,,8.56234735,,,,,,,,55.60064968,632.2592803,7.634791641,66.34631128,7.456021809,,,,,,,,,,,,3.012507984,450.8977781,18.20045824,36.72598624,3.602809545,12.88502894,2.073526968,0.643866664,1.52328122,0.222004126,1.25744647,0.247392324,0.669159775,0.1021104,0.666272482,9.89E-02,1.825042718,0.542354352,,,,,,,,,8.839251518,,5.439545607,1.519945181,0.512752,,,0.704947,,18.2941,,15.5679,,38.4617,,,,,,,,,,,,,,,1695242
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.36904,35.36904,133.47329,133.47329,SAE,,,s_MAS03 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.52,0.38,,17.14,,,,3.43,4.32,1.53,0.071,,1.94,4.39,0.13,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55325316,17.07030121,,,,8.529476553,,,,,,,,46.57206188,691.0982963,8.437250955,87.41059096,7.341777089,,,,,,,,,,,,1.364859431,429.6618799,17.37338986,33.13879129,3.467107768,12.78691671,2.176783464,0.69778039,1.696900918,0.241765859,1.343807297,0.274933045,0.720403573,0.109954951,0.704548546,0.108921356,2.182620466,0.533599327,,,,,,,,,8.49861283,,4.472101844,1.233088122,,,,,,,,,,,,,,,,,,,,,,,,,1695243
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.36904,35.36904,133.47329,133.47329,SAE,,,s_MAS04 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.45,0.4,,16.97,,,,3.66,4.88,1.72,0.076,,1.71,4.36,0.14,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.66673374,12.53758449,,,,16.0979587,,,,,,,,51.5743788,755.1603343,6.896143059,39.45617976,10.82666572,,,,,,,,,,,,2.285793313,426.1153956,20.17022589,37.58213158,3.835492111,13.93094133,2.279797711,0.763164095,1.672432433,0.233412544,1.211424496,0.236224876,0.610103884,8.52E-02,0.527005938,7.87E-02,1.084541554,0.68878319,,,,,,,,,7.381706973,,3.484597348,0.582293337,,,,,,,,,,,,,,,,,,,,,,,,,1695244
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.36904,35.36904,133.47329,133.47329,SAE,,,s_MAS05 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.56,0.407,,17.23,,,,3.32,4.7,1.75,0.067,,1.84,4.37,0.14,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.64048391,11.32182918,,,,9.595582159,,,,,,,,56.31847186,702.168779,7.312121912,64.31530852,7.784628045,,,,,,,,,,,,3.25478004,415.0749179,18.5825165,35.02535813,3.514288955,13.08096634,2.122665134,0.683363893,1.58471967,0.21969454,1.235894491,0.238125578,0.633602398,0.096081241,0.615474881,9.63E-02,1.797695779,0.581776893,,,,,,,,,9.858746891,,5.69509394,1.466479737,0.51269289,,,0.705135429,,18.315641,,15.582097,,38.522209,,,,,,,,,,,,,,,1695245
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.32822,35.32822,133.47674,133.47674,SAE,,,s_MAS06 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.39,0.413,,17.39,,,,3.64,4.99,1.81,0.08,,1.73,4.4,0.14,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,45,696,,89,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695246
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.32822,35.32822,133.47674,133.47674,SAE,,,s_MAS07  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.55,0.381,,16.31,,,,3.59,4.56,1.74,0.07,,1.88,4.3,0.12,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.83473988,11.21830418,,,,9.552644385,,,,,,,,54.91484104,692.6538994,7.286969803,65.24767339,8.101246605,,,,,,,,,,,,3.307171009,419.374531,17.61329898,33.48053714,3.424231785,12.35300558,2.087700237,0.667363886,1.534658707,0.215264026,1.195193019,0.227834882,0.612254697,9.42E-02,0.601749123,9.12E-02,1.764269563,0.55991917,,,,,,,,,14.69039563,,5.485696509,1.490124977,,,,,,,,,,,,,,,,,,,,,,,,,1695247
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.32822,35.32822,133.47674,133.47674,SAE,,,s_MAS08  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.6,0.391,,16.28,,,,3.86,4.66,1.78,0.075,,1.85,4.23,0.14,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.65430907,11.03798771,,,,9.939987213,,,,,,,,55.41587735,691.6701545,7.603822272,63.05101931,8.237081787,,,,,,,,,,,,3.259962506,414.4650811,18.17508839,34.71676827,3.543971685,12.86540859,2.168782212,0.676196689,1.587300873,0.227377694,1.239400129,0.240356869,0.661776625,9.35E-02,0.599947422,9.31E-02,1.76010974,0.559963129,,,,,,,,,9.12230991,,5.448578234,1.461014523,,,,,,,,,,,,,,,,,,,,,,,,,1695248
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.32822,35.32822,133.47674,133.47674,SAE,,,s_MAS09  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.28,0.421,,17.39,,,,3.28,4.72,1.79,0.067,,1.84,4.43,0.15,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.69498613,11.11892546,,,,10.12964635,,,,,,,,57.02014817,712.1618197,7.48875303,66.01592478,8.349864834,,,,,,,,,,,,3.335258275,420.4517614,18.42051521,35.01331641,3.529365919,13.1835282,2.145977031,0.663832809,1.587677523,0.227991477,1.209542996,0.239874968,0.666181313,9.50E-02,0.617533301,9.33E-02,1.808202232,0.568881781,,,,,,,,,9.737712399,,5.445322769,1.442023476,,,,,,,,,,,,,,,,,,,,,,,,,1695249
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.32822,35.32822,133.47674,133.47674,SAE,,,s_MAS10  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.24,0.411,,17.48,,,,3.32,4.84,1.86,0.069,,1.61,4.37,0.17,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3193554,11.38873296,,,,10.28693337,,,,,,,,45.16815798,734.0135576,7.844608267,70.47695909,8.141257574,,,,,,,,,,,,3.025808989,445.3503274,18.4081578,35.19092226,3.746689729,13.65578474,2.267734827,0.731502923,1.738500983,0.241475476,1.330457752,0.263131569,0.702945764,9.74E-02,0.657651984,9.82E-02,1.934064677,0.590261202,,,,,,,,,9.5664785,,5.841788088,1.533277042,,,,,,,,,,,,,,,,,,,,,,,,,1695250
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS01 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.05,0.418,,17.62,,,,3.74,4.99,1.79,0.079,,1.73,4.36,0.16,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.45601472,15.18479993,,,,7.905938591,,,,,,,,46.43031719,717.2815823,8.017715449,79.78591052,6.771780944,,,,,,,,,,,,1.943093407,406.3993516,16.66883847,31.87388384,3.270493625,12.15900336,2.085436261,0.704177869,1.600553611,0.228286494,1.293142692,0.24789278,0.711431954,0.108313728,0.682972793,0.108474466,2.02560404,0.505936994,,,,,,,,,7.185408767,,4.235449742,1.180818642,0.512683,,,0.705113,,18.3035,,15.566,,38.4708,,,,,,,,,,,,,,,1695251
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS02 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.04,0.404,,17.16,,,,3.72,5.06,1.74,0.078,,1.66,4.35,0.15,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,43,703,,84,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695252
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS03 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.15,0.394,,17.16,,,,3.69,5.02,1.76,0.078,,1.72,4.38,0.15,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.68281089,15.65173949,,,,8.298112202,,,,,,,,47.69283267,687.849674,7.941770173,86.6359744,7.118682059,,,,,,,,,,,,1.641683846,420.3820636,16.80908045,32.39149729,3.326892749,12.3393247,2.112764073,0.677854166,1.653920914,0.236065914,1.286670252,0.258365372,0.712625302,0.108255252,0.698585854,0.104175069,2.155545276,0.531514126,,,,,,,,,7.553693003,,4.459208266,1.261576214,,,,,,,,,,,,,,,,,,,,,,,,,1695253
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS04  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.65,0.403,,17.42,,,,3.66,5.03,1.84,0.079,,1.69,4.24,0.14,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,43,687,,85,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695254
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS05  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.13,0.4,,16.52,,,,3.72,4.99,1.82,0.081,,1.66,4.29,0.12,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,43,685,,87,,,,,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695255
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS06  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65.15,0.404,,17.18,,,,3.82,4.97,1.81,0.077,,1.8,4.33,0.12,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2318236,14.09824208,,,,9.302543023,,,,,,,,49.74888029,706.5027302,6.971890326,77.96129058,6.748165706,,,,,,,,,,,,2.351066666,400.9829706,15.76414052,29.97125207,3.058197507,11.34542022,1.879291025,0.622120283,1.419939589,0.207695317,1.168739341,0.229260387,0.614074203,8.96E-02,0.594576283,8.85E-02,2.010373131,0.491370191,,,,,,,,,7.37035758,,4.811160932,1.254932626,,,,,,,,,,,,,,,,,,,,,,,,,1695256
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MISEN LAVA DOME,,35.37092,35.37092,133.53971,133.53971,SAE,,,s_MIS07  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,65,0.405,,17.13,,,,3.78,5.04,1.79,0.079,,1.71,4.36,0.14,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9754798,16.16962029,,,,8.845089252,,,,,,,,45.64096676,684.5059555,8.459417675,88.65190261,7.339023316,,,,,,,,,,,,1.385347877,425.4042449,16.73598845,32.37888439,3.332185849,12.46743541,2.141998957,0.701521938,1.699426467,0.245114593,1.363427855,0.271695943,0.763010675,0.109428997,0.731153989,0.109355083,2.230238337,0.528451072,,,,,,,,,9.022325111,,4.414525298,1.217211068,,,,,,,,,,,,,,,,,,,,,,,,,1695257
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.32881,35.32881,133.57398,133.57398,SAE,,,s_SAS01 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.73,0.4,,17.23,,,,3.44,4.69,1.75,0.068,,1.84,4.28,0.15,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.11996162,12.21402517,,,,12.35782237,,,,,,,,52.7780547,748.6467012,7.983776972,82.3031413,10.5088018,,,,,,,,,,,,3.132213738,431.6774843,20.56031309,38.51706977,3.96440396,14.39141619,2.358950361,0.715958444,1.731739085,0.244827894,1.360727287,0.259233973,0.710053393,0.10335368,0.661819529,0.102777808,2.151474905,0.687690408,,,,,,,,,7.793930816,,6.265031236,1.44061132,,,,,,,,,,,,,,,,,,,,,,,,,1695258
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.32881,35.32881,133.57398,133.57398,SAE,,,s_SAS02 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.69,0.425,,17.25,,,,3.55,4.54,1.97,0.072,,1.93,4.31,0.21,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,46,791,,87,,,,,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695259
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.32881,35.32881,133.57398,133.57398,SAE,,,s_SAS03 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.34,0.448,,17.93,,,,3.69,4.71,2.02,0.072,,1.92,4.5,0.22,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.27362622,13.36116512,,,,15.52214049,,,,,,,,47.14630752,835.8968249,7.89224801,95.45611386,13.22774578,,,,,,,,,,,,2.719398177,405.7693716,21.04615628,40.00108491,4.172026446,14.94740329,2.549597699,0.807769626,1.843901993,0.254100921,1.423792809,0.275431615,0.774329797,0.105749141,0.714367549,0.1100041,2.476216761,0.830746054,,,,,,,,,9.38142529,,7.014511406,1.622036342,0.512758,,,0.704816,,18.2837,,15.5602,,38.4428,,,,,,,,,,,,,,,1695260
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.32881,35.32881,133.57398,133.57398,SAE,,,s_SAS04 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,61.6,0.445,,17.74,,,,3.61,4.64,2.02,0.071,,1.73,4.03,0.19,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,45,802,,98,,,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695261
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.32881,35.32881,133.57398,133.57398,SAE,,,s_SAS05 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.39,0.42,,17.52,,,,3.67,4.84,1.96,0.071,,1.88,4.53,0.21,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1319999,16.19468413,,,,8.064953256,,,,,,,,46.25502964,702.0095679,8.216826305,84.60491201,6.984632028,,,,,,,,,,,,1.498722643,420.2438102,16.92925741,32.50102402,3.332747554,12.27132185,2.130064511,0.705634606,1.609882514,0.23046965,1.320898469,0.253258379,0.705801726,0.10457284,0.688313555,0.103491074,2.142091995,0.517721496,,,,,,,,,8.657003013,,4.5438663,1.197928934,0.51276533,,,0.70484069,,18.302125,,15.581602,,38.51281,,,,,,,,,,,,,,,1695262
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.304,35.304,133.56951,133.56951,SAE,,,s_SAS06 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.72,0.416,,17.15,,,,3.67,4.82,1.9,0.07,,1.93,4.48,0.21,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.12871323,14.53822819,,,,15.75878073,,,,,,,,44.80035396,883.6016513,8.602895394,103.6231366,15.10499169,,,,,,,,,,,,2.565575757,396.6733475,21.09290504,41.46817226,4.47490389,16.40622303,2.91457489,0.882424333,2.001877342,0.287278018,1.579133269,0.302737919,0.84094932,0.116842859,0.784996648,0.115329022,2.602242531,0.934044995,,,,,,,,,10.15548714,,7.451445344,1.675355287,0.512747856,,,0.704838104,,18.294227,,15.576532,,38.491725,,,,,,,,,,,,,,,1695263
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.304,35.304,133.56951,133.56951,SAE,,,s_SAS07 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.57,0.419,,17.75,,,,3.46,4.66,1.89,0.069,,1.71,4.1,0.16,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.43945531,12.74265519,,,,12.19195849,,,,,,,,46.59347828,755.1067598,7.606982028,77.68587232,8.856141001,,,,,,,,,,,,2.849002801,388.6580711,18.13452367,34.84806476,3.733678893,13.62797713,2.394036582,0.754014525,1.731435737,0.248560058,1.350137701,0.262800534,0.736148281,0.11090001,0.721544975,0.105100222,2.13421301,0.611244385,,,,,,,,,8.882306937,,5.971086733,1.46756372,,,,,,,,,,,,,,,,,,,,,,,,,1695264
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.304,35.304,133.56951,133.56951,SAE,,,s_SAS08 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,61.46,0.496,,18.11,,,,3.89,4.84,2.28,0.073,,1.67,4.11,0.23,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,49,753,,94,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695265
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.304,35.304,133.56951,133.56951,SAE,,,s_SAS09  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,61.38,0.488,,17.49,,,,3.94,4.72,2.28,0.079,,1.72,4.01,0.22,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.94998216,14.82524935,,,,16.45572055,,,,,,,,47.77006309,852.3715634,9.518158734,105.551875,15.12812212,,,,,,,,,,,,2.732777611,411.7249785,23.01849875,50.62745235,4.842169771,17.88230633,3.069041679,0.88783562,2.196937826,0.308834861,1.692344729,0.334248056,0.88606493,0.13117453,0.860748287,0.128311049,2.656247753,0.922600673,,,,,,,,,10.00269314,,7.533452683,1.715857743,,,,,,,,,,,,,,,,,,,,,,,,,1695266
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SASAGANARU UNIT,,35.304,35.304,133.56951,133.56951,SAE,,,s_SAS010  [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,62.84,0.434,,17.67,,,,3.46,4.86,2,0.07,,1.79,4.23,0.2,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.12845526,12.97595452,,,,13.8604805,,,,,,,,48.06725237,838.0688799,8.289675556,88.86023522,12.13272812,,,,,,,,,,,,2.81404983,400.0094511,21.16248367,40.25937654,4.295001125,15.59179495,2.683868815,0.814141521,1.925031621,0.271388558,1.467278486,0.282908004,0.771059308,0.110654729,0.70726869,0.109818921,2.27298969,0.773020713,,,,,,,,,9.186547081,,6.525078974,1.557846835,,,,,,,,,,,,,,,,,,,,,,,,,1695267
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT,,35.41231,35.41231,133.47833,133.47833,SAE,,,s_MAK01 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.29,0.41,,18.19,,,,3.7,4.85,1.96,0.074,,1.54,4.28,0.14,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.29365051,21.64187891,,,,12.99656191,,,,,,,,38.93706488,677.6585922,8.217602124,72.28428295,7.275449416,,,,,,,,,,,,2.431513655,402.6796185,18.94724332,33.91362803,3.963637885,14.55791338,2.410332428,0.730096913,1.786116015,0.250297492,1.360077312,0.272019069,0.725199934,0.107719179,0.686909384,0.10896229,2.054954707,0.536682515,,,,,,,,,8.368287259,,5.280632119,1.285161512,0.512752,,,0.704918,,18.2887,,15.5592,,38.434,,,,,,,,,,,,,,,1695268
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MAKIBARA UNIT,,35.41231,35.41231,133.47833,133.47833,SAE,,,s_MAK02 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,62.59,0.425,,17.73,,,,3.79,4.72,2.03,0.074,,1.52,4.24,0.15,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,29,693,,84,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695269
