CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[23500],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / TIBET,MULI TERRANE,38,38,99,99,SAE,,,s_17ML-20 [23500],ADAKITE [23500],,,,ORDOVICIAN [23500],,,,,VOL,,,,,WR [23500] ,64.2,0.57,,13.9,,,,4.91,4.64,1.8,0.1,,1.22,5.26,0.21,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,6.08,,,,,,,,,880,,,9028,,10.65,3750,64.86,78.78,860,,12.24,22.04,2.13,47.42,15.76,,,,,27.2,483.2,14.36,143.4,13.07,,,,,,,,,,,,0.91,725.6,19.16,40.2,4.71,18.08,3.42,0.99,3.12,0.43,2.53,0.5,1.39,0.21,1.35,0.22,3.33,0.78,,,,,,,,,7.29,,3.49,0.58,0.512436,,,0.706605,,,,,,,,,,,,,,,,,,,,,1688950
[23500],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / TIBET,MULI TERRANE,38,38,99,99,SAE,,,s_17ML-21 [23500],ADAKITE [23500],,,,ORDOVICIAN [23500],,,,,VOL,,,,,WR [23500] ,63.5,0.65,,14.4,,,,5.34,3.7,3.1,0.08,,1.08,5.42,0.2,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,13.18,,,,,,,,,927,,,8410,,12.58,4432,123.02,90.38,696,,17.25,27.94,3.51,68,15.98,,,,,25.66,528,14.69,138.4,13.4,,,,,,,,,,,,0.92,414.6,23.76,45.42,5.12,19.4,3.67,1.04,3.38,0.46,2.69,0.52,1.42,0.21,1.32,0.21,3.39,0.89,,,,,,,,,12.13,,3.8,1.06,,,,,,,,,,,,,,,,,,,,,,,,,1688951
[23500],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / TIBET,MULI TERRANE,38,38,99,99,SAE,,,s_17ML-22 [23500],ADAKITE [23500],,,,ORDOVICIAN [23500],,,,,VOL,,,,,WR [23500] ,62.4,0.62,,14.3,,,,5.16,5.71,1.3,0.12,,1.57,4.37,0.23,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,6.37,,,,,,,,,1130,,,11891,,11.18,4163,117.2,36.41,1041,,12.75,10.95,8.15,51.27,17.15,,,,,39.43,664.4,15.59,152.9,13.32,,,,,,,,,,,,1.35,777.9,18.35,39.16,4.67,18.14,3.55,1.03,3.3,0.45,2.71,0.54,1.46,0.22,1.42,0.22,3.43,0.81,,,,,,,,,10.72,,3.45,1.21,,,,,,,,,,,,,,,,,,,,,,,,,1688952
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HE3 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,69.2,1.02,,14.4,,,,3.24,3.5,1.9,0.06,,1.6,4.6,0.1,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,48,110,,,,33,,,,,,,,43,298,14,153,8.28,,,,,,,,,,,,1.38,658,25.4,53.5,5.9,21.5,3.82,0.94,3.23,0.43,2.55,0.44,1.32,0.2,1.28,0.18,4.31,0.64,,,,,,,,,,,6.33,1.01,,,,,,,,,,,,,,,,,,,,,,,,,168935
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HE96-1 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,74.3,0.26,,14.4,,,,1.71,1.1,0.9,0.01,,1.4,5.6,0.1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,21,29,,,8,19,,,,,,,,25,260,3,84,1.55,,,,,,,,,,,,0.59,354,5,10.8,1.23,4.7,0.97,0.313,0.8,0.101,0.5,0.1,0.27,0.04,0.2,0.03,2.61,0.12,,,,,,,,,,,0.818,0.273,,,,,,,,,,,,,,,,,,,,,,,,,168936
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HE96-5 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70.6,0.31,,16,,,,2.43,3.1,1.1,0.03,,1.1,5.1,0.1,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,38,10,,,9,11,,,,,,,,26,464,5,91,2.26,,,,,,,,,,,,1.01,288,6.9,14.4,1.67,6.5,1.27,0.452,1.04,0.14,0.83,0.16,0.43,0.06,0.46,0.06,2.08,0.17,,,,,,,,,,,0.739,0.231,,,,,,,,,,,,,,,,,,,,,,,,,168937
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HEG-4 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70,0.29,,16,,,,2.52,2.7,1.4,0.03,,1.2,5.4,0.1,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,38,52,,,10,24,,,,,,,,29,402,5,94,2.14,,,,,,,,,,,,1.37,343,7.6,15.7,1.78,6.8,1.35,0.466,1.16,0.142,0.82,0.17,0.43,0.071,0.42,0.051,2.52,0.15,,,,,,,,,,,0.764,0.263,,,,,,,,,,,,,,,,,,,,,,,,,168938
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HEG-5 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70.1,0.31,,16,,,,2.34,2.1,1.2,0.02,,0.8,6.7,0.1,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,38,37,,,10,20,,,,,,,,18,464,5,104,2.05,,,,,,,,,,,,0.78,384,7.7,16,1.87,7.5,1.25,0.425,1.15,0.142,0.82,0.15,0.42,0.061,0.36,0.051,2.58,0.15,,,,,,,,,,,0.809,0.253,,,,,,,,,,,,,,,,,,,,,,,,,168939
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HEG-6 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70.1,0.29,,15.9,,,,2.43,3.7,1.1,0.03,,1.4,4.7,0.1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,39,17,,,10,12,,,,,,,,32,438,5,92,2.09,,,,,,,,,,,,1.14,306,8,16,1.86,7.1,1.44,0.474,1.22,0.151,0.81,0.16,0.41,0.05,0.37,0.05,2.79,0.14,,,,,,,,,,,0.825,0.273,,,,,,,,,,,,,,,,,,,,,,,,,168940
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE,,48.6,48.6,-87.85,-87.85,SAE,,,s_HEG-7 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70.2,0.32,,16,,,,2.52,2.4,1.2,0.03,,1.2,5.9,0.1,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,41,24,,,11,14,,,,,,,,24,350,5,125,2.3,,,,,,,,,,,,1.23,252,8,16.3,1.84,7.3,1.43,0.455,1.18,0.152,0.83,0.16,0.5,0.071,0.34,0.051,2.83,0.15,,,,,,,,,,,0.868,0.293,,,,,,,,,,,,,,,,,,,,,,,,,168941
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HERON BAY ASSEMBLAGE,,48.65,48.65,-86.28,-86.28,SAE,,,s_HB95-10 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,65.6,0.43,,17.7,,,,3.24,3.14,2.36,0.04,,2.02,4.92,0.12,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,58,21,,,14,24,,,,,,,,45,133,6,121,2.88,,,,,,,,,,,,2.2,354,10,23,2.71,11,2.09,0.709,1.7,0.229,1.29,0.25,0.6,0.094,0.56,0.094,3.07,0.17,,,,,,,,,,,1.375,0.375,,,,,,,,,,,,,,,,,,,,,,,,,168949
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MICHIPICOTEN BELT,,47.95,47.95,-84.92,-84.92,SAE,,,s_WA95-27 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,69.4,0.37,,16.3,,,,2.52,3.8,1.3,0.04,,2.8,3.2,0.08,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,33,8,,,12,12,,,,,,,,79,269,6.26,124.56,3.85,,,,,,,,,,,,1.59,515,15,30.7,3.5,13.2,2.33,0.668,2.15,0.219,1.25,0.22,0.61,0.094,0.54,0.073,3.05,0.31,,,,,,,,,,,2.433,0.7,,,,,,,,,,,,,,,,,,,,,,,,,168954
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MICHIPICOTEN BELT,,47.95,47.95,-84.92,-84.92,SAE,,,s_WA95-29 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70.8,0.37,,15.9,,,,2.61,2.1,1.4,0.04,,2,4.5,0.08,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,32,9,,,9,10,,,,,,,,56,229,5.36,95.28,3.3,,,,,,,,,,,,0.81,563,8.2,18.7,2.23,8.4,1.61,0.512,1.54,0.164,1.06,0.18,0.54,0.082,0.5,0.082,3.08,0.27,,,,,,,,,,,2.059,0.584,,,,,,,,,,,,,,,,,,,,,,,,,168955
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / WHITE RIVER-DAYOHESSARAH BELT / WHITE RIVER ASSEMBLAGE,,48.5,48.5,-85.5,-85.5,SAE,,,s_WR957 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,64.5,0.5,,16.5,,,,4.59,2.9,3.1,0.07,,1.2,6,0.15,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,83,136,,,16,38,,,,,,,,96,539,9,115,4.1,,,,,,,,,,,,1,533,32,68.3,7.84,29,4.52,1.093,3.33,0.357,1.74,0.32,0.81,0.107,0.62,0.091,3.14,0.28,,,,,,,,,,,4.841,0.758,,,,,,,,,,,,,,,,,,,,,,,,,168958
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-14 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,70.9,0.35,,16.1,,,,1.98,2.7,1,0.01,,0.8,5.8,0.15,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,32,6,,,7,4,,,,,,,,30,1098,12,116,7.79,,,,,,,,,,,,1.3,1256,21.8,48.3,6.09,24.1,4.64,1.113,3.59,0.421,2.28,0.41,1.08,0.15,0.87,0.13,3.27,0.55,,,,,,,,,,,3.238,1.373,,,,,,,,,,,,,,,,,,,,,,,,,168961
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-20 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,67.4,0.49,,16.3,,,,3.69,3.5,1.8,0.07,,2.1,3.9,0.31,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,66,18,,,11,4,,,,,,,,69,877,14,164,9.18,,,,,,,,,,,,2.8,889,37.4,79.3,9.31,35.8,6.34,1.76,4.65,0.513,2.65,0.51,1.23,0.181,1.19,0.171,4.39,0.5,,,,,,,,,,,6.798,2.082,,,,,,,,,,,,,,,,,,,,,,,,,168964
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-21 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,73.1,0.22,,15.3,,,,1.35,2.5,0.6,0.1,,2.1,4.7,0.08,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,19,6,,,4,3,,,,,,,,35,907,9,107,3.55,,,,,,,,,,,,1.3,774,20.3,43,5.13,20.1,3.84,0.949,2.83,0.313,1.68,0.31,0.87,0.121,0.79,0.121,2.97,0.23,,,,,,,,,,,3.382,1.393,,,,,,,,,,,,,,,,,,,,,,,,,168965
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW93-24 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,67.9,0.31,,17,,,,2.16,4.1,1.4,0.02,,2.1,4.6,0.13,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,41,24,,,10,21,,,,,,,,59,711,8,112,8.16,,,,,,,,,,,,2.8,621,25.8,55.8,6.55,24.9,4.25,1.048,2.95,0.292,1.52,0.26,0.7,0.091,0.57,0.091,2.64,0.37,,,,,,,,,,,5.222,1.431,,,,,,,,,,,,,,,,,,,,,,,,,168967
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW96-2 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,66.2,0.57,,15.2,,,,5.13,4.4,3.8,0.08,,1.2,2.5,0.38,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,101,98,,,20,25,,,,,,,,56,1066,23,204,9.96,,,,,,,,,,,,1.6,1317,55.1,115.7,13.73,55.2,9.57,2.311,7.21,0.83,4.61,0.87,2.33,0.34,2.15,0.31,5.24,0.6,,,,,,,,,,,9.915,2.031,,,,,,,,,,,,,,,,,,,,,,,,,168968
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW96-9 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,69.1,0.28,,17,,,,1.8,3.6,1.1,0.01,,1.3,5.5,0.09,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,34,20,,,8,16,,,,,,,,41,570,6,115,4.54,,,,,,,,,,,,3.9,642,18.1,37.6,4.45,17,2.83,0.767,1.99,0.212,1.09,0.19,0.46,0.071,0.43,0.071,2.72,0.31,,,,,,,,,,,3.401,0.888,,,,,,,,,,,,,,,,,,,,,,,,,168970
[5575],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / MANITOUWADGE-HORNEPAYNE BELT,,49,49.5,-85.5,-85.5,SAE,,,s_MW96-6 [5575],ADAKITE [5575],,,,ARCHEAN [5575],,,,,VOL,,,,,WR [5575] ,63.8,0.41,,17.9,,,,3.51,8.6,2.7,0.17,,1.8,0.6,0.19,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,53,41,,,16,73,,,,,,,,69,386,14,135,8.46,,,,,,,,,,,,5.4,767,35.9,76.9,9.22,36.7,6.28,1.793,4.37,0.483,2.66,0.46,1.15,0.161,0.93,0.121,3.33,0.4,,,,,,,,,,,5.539,1.42,,,,,,,,,,,,,,,,,,,,,,,,,168976
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / AMIDAGAWA UNIT,,35.41794,35.41794,133.54395,133.54395,SAE,,,s_AMI01 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.75,0.431,,16.86,,,,3.57,4.64,1.92,0.074,,1.99,4.37,0.14,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95065882,13.7373535,,,,14.08817428,,,,,,,,51.4818082,811.4989198,7.388630025,86.83014031,10.01554536,,,,,,,,,,,,2.092047435,473.5951391,19.57429719,37.38543579,3.859160665,14.30406801,2.357978654,0.796213502,1.6573106,0.234663324,1.310064221,0.253190332,0.689584772,9.90E-02,0.643262253,9.76E-02,2.268644246,0.671839996,,,,,,,,,8.951595441,,6.033712417,1.41683205,0.512773,,,0.704828,,18.2802,,15.5597,,38.4387,,,,,,,,,,,,,,,1695234
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / AMIDAGAWA UNIT,,35.41794,35.41794,133.54395,133.54395,SAE,,,s_AMI02 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.17,0.474,,17.1,,,,3.67,4.8,2.08,0.076,,2.01,4.51,0.17,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.66449174,12.4704841,,,,14.24292589,,,,,,,,52.05974987,905.3706418,7.220973847,88.9925112,9.745565916,,,,,,,,,,,,3.097069468,465.2583899,20.62015034,40.13944912,4.046302569,14.8790986,2.356670699,0.805839312,1.687251881,0.237152832,1.233695521,0.239881366,0.634230809,9.15E-02,0.607435771,9.25E-02,2.289732207,0.659055617,,,,,,,,,7.259761229,,5.727848182,1.304815274,0.512754265,,,0.70483408,,18.257189,,15.575103,,38.44562,,,,,,,,,,,,,,,1695235
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / AMIDAGAWA UNIT,,35.41794,35.41794,133.54395,133.54395,SAE,,,s_AMI03 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.02,0.458,,17.16,,,,3.73,4.59,2,0.075,,1.99,4.41,0.16,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,47,849,,92,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695236
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / AMIDAGAWA UNIT,,35.41794,35.41794,133.54395,133.54395,SAE,,,s_AMI04 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.41,0.451,,17.79,,,,3.52,4.61,1.92,0.071,,1.97,4.45,0.17,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,48,845,,99,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695237
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / AMIDAGAWA UNIT,,35.41794,35.41794,133.54395,133.54395,SAE,,,s_AMI05 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,62.74,0.517,,17.71,,,,4.05,4.99,2.16,0.078,,2.05,4.43,0.2,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.23777124,13.52870456,,,,15.76999457,,,,,,,,45.41290462,1032.326992,7.415737154,75.74304891,10.15595772,,,,,,,,,,,,2.636936617,480.0771339,23.80019325,46.67311249,4.938403384,18.34454435,2.870991693,0.895225335,1.958941745,0.267925515,1.349181917,0.25179999,0.693166386,9.96E-02,0.623238006,8.78E-02,2.200370506,0.697382842,,,,,,,,,4.563422814,,5.102598802,1.067316062,0.512762055,,,0.70476866,,18.286529,,15.568878,,38.4687,,,,,,,,,,,,,,,1695238
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SANKOHOH LAVA DOME,,35.41231,35.41231,133.47833,133.47833,SAE,,,s_SAN01 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,60.99,0.451,,16.75,,,,3.59,5.04,2.01,0.074,,1.78,4.35,0.2,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,41,899,,89,,,,,,,,,,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695239
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / SANKOHOH LAVA DOME,,35.41231,35.41231,133.47833,133.47833,SAE,,,s_SAN02 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,63.83,0.453,,17.23,,,,3.7,4.84,1.97,0.075,,1.93,4.32,0.18,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.08691546,13.37915766,,,,14.03453464,,,,,,,,49.68485397,879.7561441,6.480550119,56.31091552,9.569948706,,,,,,,,,,,,2.668037785,459.6570416,19.77296903,37.22523923,3.765510957,13.94387097,2.264078984,0.793516486,1.547739452,0.217351618,1.151095073,0.214773615,0.591894573,8.48E-02,0.54476883,8.71E-02,1.656596506,0.648708602,,,,,,,,,6.996410168,,4.723751893,0.879568775,,,,,,,,,,,,,,,,,,,,,,,,,1695240
[23535],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU / DAISEN / MASUMIZUHARA UNIT,,35.36904,35.36904,133.47329,133.47329,SAE,,,s_MAS01 [23535],ADAKITE [23535],,,,CENOZOIC [23535],,,,,VOL,,,,,WR [23535] ,64.01,0.395,,17.16,,,,3.62,4.96,1.74,0.077,,1.7,4.39,0.14,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,42,700,,91,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695241
