"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[1822]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / PRINCE OF WALES BJERGE FORMATION","PRINSEN AF WALES BJERGE, BLOSSEVILLE KYST","66","69","-30","-33","SAE","","","s_2218 [1822]","ANKARAMITE [1822]","","","","CENOZOIC [1822]","","","","","VOL","","","","","WR [1822] ","42.75","5.5","","8.12","","2.63","13.17","","10.49","8.34","0.21","","1.27","2.07","0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","438","","","","","215","","146","29","","","","","24.32","746.9","32","441","67","","","","","","","","","","","","","473","63","156","","74.24","14.48","","","","","","","","","","","","","","","","","","","","2","","6","","0.5128","","","0.70401","","","","","","","","","","","","","","","","","","","","","48141",
"[1822]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / PRINCE OF WALES BJERGE FORMATION","PRINSEN AF WALES BJERGE, BLOSSEVILLE KYST","66","69","-30","-33","SAE","","","s_2220 [1822]","ANKARAMITE [1822]","","","","CENOZOIC [1822]","","","","","VOL","","","","","WR [1822] ","43.58","4.68","","8.87","","2.42","12.09","","9.65","9.66","0.2","","1.52","3.17","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","366","","","","","251","","133","19","","","","","28.77","1006.7","30","426","88","","","","","","","","","","","","","556","81","182","","76.42","12.96","","","","","","","","","","","","","","","","","","","","2","","7","","0.51289","","","0.70419","","","","","","","","","","","","","","","","","","","","","48142",
"[1822]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / PRINCE OF WALES BJERGE FORMATION","PRINSEN AF WALES BJERGE, BLOSSEVILLE KYST","66","69","-30","-33","SAE","","","s_2222 [1822]","ANKARAMITE [1822]","","","","CENOZOIC [1822]","","","","","VOL","","","","","WR [1822] ","43.03","5.07","","9.06","","2.34","11.69","","11.43","6.62","0.17","","0.82","2.57","0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","433","","","","","124","","116","24","","","","","37.77","1399.3","31","416","31","","","","","","","","","","","","","520","71","154","","72.41","13.03","","","","","","","","","","","","","","","","","","","","7","","8","","0.51278","","","0.70467","","","","","","","","","","","","","","","","","","","","","48143",
"[1822]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / PRINCE OF WALES BJERGE FORMATION","PRINSEN AF WALES BJERGE, BLOSSEVILLE KYST","66","69","-30","-33","SAE","","","s_2223 [1822]","ANKARAMITE [1822]","","","","CENOZOIC [1822]","","","","","VOL","","","","","WR [1822] ","45.78","4.53","","11.32","","2.36","11.81","","7.92","6.62","0.19","","1.43","3.61","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","348","","","","","122","","143","24","","","","","31.8","715.4","31","385","69","","","","","","","","","","","","","538","70","161","","70.03","12.51","","","","","","","","","","","","","","","","","","","","0","","6","","0.51267","","","0.70443","","","","","","","","","","","","","","","","","","","","","48144",
"[1822]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / PRINCE OF WALES BJERGE FORMATION","PRINSEN AF WALES BJERGE, BLOSSEVILLE KYST","66","69","-30","-33","SAE","","","s_2230 [1822]","ANKARAMITE [1822]","","","","CENOZOIC [1822]","","","","","VOL","","","","","WR [1822] ","42.47","5.99","","8.41","","2.66","13.31","","10.03","8.35","0.2","","1.35","2.55","0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","462","","","","","217","","130","21","","","","","30","640","32","473","71","","","","","","","","","","","","","526","61","158","","","","","","","","","","","","","","","","","","","","","","","2","","8","","","","","","","","","","","","","","","","","","","","","","","","","","48151",
"[1822]","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / PRINCE OF WALES BJERGE FORMATION","PRINSEN AF WALES BJERGE, BLOSSEVILLE KYST","66","69","-30","-33","SAE","","","s_2231 [1822]","ANKARAMITE [1822]","","","","CENOZOIC [1822]","","","","","VOL","","","","","WR [1822] ","46.03","4.53","","11.07","","3.11","10.34","","8","7.02","0.19","","1.65","3.53","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","341","","","","","135","","130","26","","","","","37","806","30","410","69","","","","","","","","","","","","","642","65","162","","","","","","","","","","","","","","","","","","","","","","","4","","6","","","","","","","","","","","","","","","","","","","","","","","","","","48152",
"[11322][10643]","RIFT VOLCANICS","OSLO-SKAGERRAK RIFT / OSLO RIFT / VESTFOLD GRABEN / SKIEN LAVAS","SKIEN","59.72","59.72","10.84","10.84","SAE","","","s_S01B [11322]","ANKARAMITE [11322] / ALKALI BASALT [10643]","290000000 [10643]","290000000 [10643]","","PERMIAN [11322]","","","","","VOL","","","","","WR [11322] ","41.8","3.09","","8","","7.3","3.3","","18.78","11.5","0.18","","1.89","1.45","0.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.1","12.4","","","","","","","","","","","","","","","","","","","","4.75","","6.49","1.92","0.512484","","","","","20.554","","15.727","","40.204","","","","","","","","","","","","","","","485302",
"[1199]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","VAU ROA STREAM VALLEY","-21.93","-21.93","-157.93","-157.93","SAE","","","s_M2DUPLICATEDISSOLUTION [1199]","ANKARAMITE [1199]","","","","","","","","PORPHYRITIC [1199] ","VOL","","","","","WR [1199] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.586","","15.806","","40.497","","","","","","","","","","","","","","","49142",
"[1199]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","VAU ROA STREAM VALLEY","-21.93","-21.93","-157.93","-157.93","SAE","","","s_M2UNWASHED [1199]","ANKARAMITE [1199]","","","","","","","","PORPHYRITIC [1199] ","VOL","","","","","WR [1199] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.616","","15.821","","40.569","","","","","","","","","","","","","","","49143",
"[814]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / ATIU","","-19.98","-19.98","-158.1","-158.1","SAE","","","s_AT-83A_LEACHED [814]","ANKARAMITE [814]","","","","","","","","","VOL","","","","","WR [814] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70463","","","","","","","","","","","","","","","","","","","","","49171",
"[814]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / ATIU","","-19.98","-19.98","-158.1","-158.1","SAE","","","s_AT-87A_LEACHED [814]","ANKARAMITE [814]","","","","","","","","","VOL","","","","","WR [814] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70492","","","","","","","","","","","","","","","","","","","","","49172",
"[814]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_MAN-82C_LEACHED [814]","ANKARAMITE [814]","16000000 [814]","20000000 [814]","","MIOCENE [814]","","","","","VOL","","","","","WR [814] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70285","","21.653","","15.787","","40.492","","","","","","","","","","","","","","","49173",
"[21011]","OCEAN ISLAND","AZORES / SAO MIGUEL / NORDESTE","","37.8","37.8","-25.5","-25.5","SAE","","","s_ACO2000-4 [21011]","ANKARAMITE [21011]","","","","","","","","","VOL","","","","HE4_HE3 from OLIVINE [21011], HE4_HE3(R/R(A)) from OLIVINE [21011]","MIN [21011] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199048","3.64","","","493029",
"[21011]","OCEAN ISLAND","AZORES / SAO MIGUEL / NORDESTE","","37.8","37.8","-25.5","-25.5","SAE","","","s_ACO2000-9 [21011]","ANKARAMITE [21011]","","","","","","","","","VOL","","","","HE4_HE3 from OLIVINE [21011], HE4_HE3(R/R(A)) from OLIVINE [21011]","MIN [21011] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146561","4.93","","","493030",
"[21069][23592]","OCEAN ISLAND","CAROLINE ISLANDS / KOSRAE","BASE OF UTWA RIVER WATERFALL","5.2842","5.2842","162.9574","162.9574","SAE","","","s_KOS 13-4 [21069]","ANKARAMITE [21069] / BASALT [23592]","","","","","","","","","VOL","","","","","WR [21069] ","43.46","4.06","","14","","","","12.21","10.96","7.53","0.2","","1.75","3.56","0.94","","","","","","","","","","","","","","","","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","","324","207","","","","116","66.4","134","22.8","","","","","41.8","915","35.8","391","76.9","","","","","","","","","","","","0.62","640","64.6","135","16.6","66.6","13.4","4.2","11.5","1.63","8.51","1.46","3.3","0.41","2.28","0.32","8.87","5.03","0.084","","","","","","","","3.95","","6.87","1.71","","","","","","","","","","","","","","","","","","","","11.54","","","","","494621",
"[14943]","CONVERGENT MARGIN","CASCADES / COAST RANGES / OREGON / CASCADE HEAD BASALT","","45","45.2","-124","-124","SAE","","","s_05706CH [14943]","ANKARAMITE [14943]","","","","EOCENE [14943]","","","","","VOL","","","","","WR [14943] ","43.64","2.736","","9.85","","","","12.816","10.78","15.21","0.199","","0.7","2.21","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","291","760","","","","400","","100","","","","","","13","418","23.6","186","36.3","","","","","","","","","","","","","330","33.5","71.5","8.74","34.5","7.18","2.4","6.51","0.95","5.08","0.88","2.32","0.307","1.83","0.258","4.6","","","","","","","","","","","","3.38","","","","","","","","","","","","","","","","","","","","","","","","","","501148",
"[14943]","CONVERGENT MARGIN","CASCADES / COAST RANGES / OREGON / CASCADE HEAD BASALT","","45","45.2","-124","-124","SAE","","","s_05712CH [14943]","ANKARAMITE [14943]","","","","EOCENE [14943]","","","","","VOL","","","","","WR [14943] ","44.11","2.913","","10.55","","","","12.42","10.19","12.25","0.2","","0.79","2.09","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","294","520","","","","320","","110","","","","","","15","461","26.3","217","46.4","","","","","","","","","","","","","297","42.4","87.4","10.4","40.9","8.09","2.63","7.32","1.03","5.56","0.97","2.5","0.338","1.98","0.28","5.1","","","","","","","","","","","","4.41","","","","","","","","","","","","","","","","","","","","","","","","","","501150",
"[14943]","CONVERGENT MARGIN","CASCADES / COAST RANGES / OREGON / CASCADE HEAD BASALT","","45","45.2","-124","-124","SAE","","","s_05731CH [14943]","ANKARAMITE [14943]","","","","EOCENE [14943]","","","","","VOL","","","","","WR [14943] ","43.14","3.281","","11.68","","","","12.447","11.89","9.86","0.202","","0.82","2.14","0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","335","490","","","","200","","110","","","","","","17","604","28","250","59.3","","","","","","","","","","","","","327","54.7","111","13.4","52.3","9.96","3.25","8.67","1.18","6.02","1.01","2.61","0.34","1.98","0.279","5.9","","","","","","","","","","","","5.94","","","","","","","","","","","","","","","","","","","","","","","","","","501153",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-1-1 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.3","","","","","5020",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-2-24 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5","","","","","5022",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-4-49 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.3","","","","","5023",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-6-74 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2","","","","","5024",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-9-91 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2","","","","","5025",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-9-100 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5","","","","","5026",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-33-9-100 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.6","","","","","5027",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 33","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_HA5 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197.5","","","","","5028",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 34","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-34-1-1 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","","","","","5029",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 34","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-34-1-11 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9","","","","","5030",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","WHITE HILL CONE, CORE 34","20.72","20.72","-156.25","-156.25","SAE","2963","2963","s_KTE85-34-2-23 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1","","","","","5031",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 36","20.72","20.72","-156.17","-156.17","SAE","61","61","s_KTE85-36-1-2 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","","","","5032",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 36","20.72","20.72","-156.17","-156.17","SAE","61","61","s_KTE85-36-2-28 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3","","","","","5033",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 36","20.72","20.72","-156.17","-156.17","SAE","61","61","s_KTE85-36-3-43 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","","","","","5034",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 36","20.72","20.72","-156.17","-156.17","SAE","61","61","s_KTE85-36-5-69 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","","","","","5035",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 40","20.77","20.77","-156.29","-156.29","SAE","1366","1366","s_KTE85-40-1-5 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from CLINOPYROXENE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9","","","","","5036",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 40","20.77","20.77","-156.29","-156.29","SAE","1366","1366","s_KTE85-40-2-28 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3","","","","","5037",
"[215]","OCEAN ISLAND","HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES","CORE 40","20.77","20.77","-156.29","-156.29","SAE","1366","1366","s_KTE85-40-55 [215]","ANKARAMITE [215]","","","","","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [215]","MIN [215] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","","","","","5038",
