"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[810]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_MGA-C29 [810]","ANKARAMITE [810]","16000000 [810]","20000000 [810]","","MIOCENE [810]","","","","","VOL","","","","HE(CCMSTP/G) from OLIVINE [810], HE3_HE4(R/R(A)) from OLIVINE [810]","MIN [810] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","","","20670",
"[1394]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","VALLEE DE PAPENOO","-17.62","-17.62","-149.47","-149.47","SAE","","","s_38 [1394]","ANKARAMITE [1394]","","","","","","","","","VOL","","","","","WR [1394] ","43.26","3.4","","9.69","","3.66","8.97","","12.1","12.64","0.16","","1.18","1.59","0.61","","1.79","0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20759",
"[1394]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","22 KM EAST OF PAPEETE","-17.62","-17.62","-149.47","-149.47","SAE","","","s_55 [1394]","ANKARAMITE [1394]","","","","","","","","","VOL","","","","","WR [1394] ","43.5","3.19","","10.7","","7.51","5.42","","12.15","12.46","0.04","","0.9","1.55","0.23","","1.4","1.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20760",
"[1394]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","VALLEE DE PAPENOO","-17.62","-17.62","-149.47","-149.47","SAE","","","s_38 [1394]","ANKARAMITE [1394]","","","","","","","","","VOL","","","","","WR [1394] ","46.2","3.21","","5.38","","3.22","5.41","","23.16","12.9","0.13","","0.02","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20772",
"[1394]","OCEAN ISLAND","SOCIETY ISLANDS / TAHITI / TAHITI-NUI","VALLEE DE PAPENOO","-17.62","-17.62","-149.47","-149.47","SAE","","","s_47 [1394]","ANKARAMITE [1394]","","","","","","","","","VOL","","","","","WR [1394] ","49.56","1.75","","3.06","","3.53","5.37","","23.1","13.15","0.22","","0.11","0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20777",
"[1421]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_PV500 [1421]","ANKARAMITE [1421]","16000000 [1421]","20000000 [1421]","","MIOCENE [1421]","","","","","VOL","","","","","WR [1421] ","","","","","","","","","","","","","0.849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20787",
"[1421]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_PV535 [1421]","ANKARAMITE [1421]","16000000 [1421]","20000000 [1421]","","MIOCENE [1421]","","","","","VOL","","","","","WR [1421] ","","","","","","","","","","","","","0.292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20788",
"[1421]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_PV537 [1421]","ANKARAMITE [1421]","16000000 [1421]","20000000 [1421]","","MIOCENE [1421]","","","","","VOL","","","","","WR [1421] ","","","","","","","","","","","","","0.714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20790",
"[1421]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / MANGAIA","","-21.93","-21.93","-157.93","-157.93","SAE","","","s_PV538 [1421]","ANKARAMITE [1421]","16000000 [1421]","20000000 [1421]","","MIOCENE [1421]","","","","","VOL","","","","","WR [1421] ","","","","","","","","","","","","","0.267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20791",
"[1421]","OCEAN ISLAND","AUSTRAL-COOK ISLANDS / RAROTONGA","","-21.25","-21.25","-159.75","-159.75","SAE","","","s_PV573 [1421]","ANKARAMITE [1421]","1000000 [1421]","2000000 [1421]","","PLEISTOCENE [1421]","","","","","VOL","","","","","WR [1421] ","","","","","","","","","","","","","1.273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20794",
"[11102][11847][25259][15770][15598][13783]","OCEAN ISLAND","SAMOAN ISLANDS / MANUA ISLANDS / OFU","","-14.1738","-14.1738","-169.6413","-169.6413","SAE","","","s_OFU-04-03 [11102]","ANKARAMITE [11102] / NOT GIVEN [25259] / BASALT [15770] / ALKALI BASALT [13783]","0 [11102]","1000000 [11102]","","QUATERNARY [11102]","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [13783]","WR [11102] / MIN [13783] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","","","36.9","1.11","","","","","","","","","","","","","29.6","","","","8.45","","","1.13","","","","","","","","2.87","","0.000175","0.00024","","","","","","","","3.26","0.72","0.5128141","","","0.704756","","19.257","","15.591","","39.418","","","","","0.12921","","","0.282956","","22.14","","","","","208123",
"[11847][11102]","OCEAN ISLAND","SAMOAN ISLANDS / MANUA ISLANDS / OFU","","-14.27","-14.27","-169.66","-169.66","SAE","","","s_OFU-04-05 [11847]","ANKARAMITE [11847]","0 [11847]","1000000 [11847]","","QUATERNARY [11847]","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [11102]","WR [11847] / MIN [11102] ","","4.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","546","","","48.7","","","","","","","","","","","","","","38.5","","","","10.8","","","1.44","","","","","","","","3.77","","","","","","","","","","","4.24","","0.512814","","","0.704793","","19.254","","15.589","","39.412","","","","","","","","","","24.4","","","","","208125",
"[11847][11102]","OCEAN ISLAND","SAMOAN ISLANDS / MANUA ISLANDS / OFU","","-14.27","-14.27","-169.66","-169.66","SAE","","","s_OFU-04-08 [11847]","ANKARAMITE [11847]","0 [11847]","1000000 [11847]","","QUATERNARY [11847]","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [11102]","WR [11847] / MIN [11102] ","","5.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573","","","49.4","","","","","","","","","","","","","","38.1","","","","11","","","1.47","","","","","","","","3.78","","","","","","","","","","","4.06","","0.512802","","","0.704703","","19.207","","15.586","","39.291","","","","","","","","","","21.3","","","","","208133",
"[11847][11102]","OCEAN ISLAND","SAMOAN ISLANDS / MANUA ISLANDS / OFU","","-14.27","-14.27","-169.66","-169.66","SAE","","","s_OFU-04-09 [11847]","ANKARAMITE [11847]","0 [11847]","1000000 [11847]","","QUATERNARY [11847]","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [11102]","WR [11847] / MIN [11102] ","","5.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","503","","","40.2","","","","","","","","","","","","","","32.8","","","","9.56","","","1.31","","","","","","","","3.09","","","","","","","","","","","3.25","","0.512835","","","0.704538","","19.165","","15.577","","39.208","","","","","","","","","","25.6","","","","","208134",
"[11847][23676][11102][15770][21708][15598]","OCEAN ISLAND","SAMOAN ISLANDS / MANUA ISLANDS / OFU","","-14.27","-14.27","-169.66","-169.66","SAE","","","s_OFU-04-15 [11847]","ANKARAMITE [11847] / BASALT [23676]","0 [11847]","1000000 [11847]","","QUATERNARY [11847]","","","","","VOL","","","","HE3_HE4(R/R(A)) from OLIVINE [11102]","WR [11847] / MIN [11102] ","","4.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","","","","","","","","","","","","","601","","","48.4","","","","","","","","","","","","","","34.6","","","","9.7","","","1.3","","","","","","","","3.63","","0.000038","0.000128","","","","","","","","3.89","","0.512819640666834","","","0.704559","","19.141","","15.58","","39.169","","","","","0.12919","","","0.282972","","21.2","","","","","208141",
"[20510][970]","OCEAN ISLAND","CROZET ISLANDS / ILE DE L^EST","PENGUIN FALLS","-46.5","-46.5","52.15","52.15","SAE","","","s_CE0021 [20510]","BASALT [20510] / ANKARAMITE [970]","9000000 [20510]","9000000 [20510]","","MIOCENE [20510]","","","","","VOL","","","","","WR [20510] ","46.11","2.8","","12.27","","","","11.07","12.5","11.27","0.16","","1.03","2.23","0.39","","","0.11","","","","","","","","","","","","","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5","","","462.2","","","","346.2","93.2","","","","","","","29.2","456","24","203","38.5","","","","","","","","","","","","0.42","277","32.5","68.5","8.54","34.96","7.55","2.43","6.73","1","5.41","0.97","2.3","0.3","1.7","0.25","5.1","2.6","","","","","","","","","2.24","","4.19","1.05","","","","","","","","","","","","","","","","","","","","","","","","","20838",
"[8113]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / NORTHERN KENYA RIFT / KONGIA FORMATION","SAMBURU HILLS","1.67","1.83","36.5","36.67","SAE","","","s_82083106 [8113]","ANKARAMITE [8113]","","","","","","","","OPHITIC [8113] ","VOL","","","","","WR [8113] ","47.66","1.43","","9.13","","","","11.47","11.52","16.83","0.17","","0.35","1.34","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218680",
"[1361]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","DREDGE 10, SEAMOUNT WEST OF JAN MAYEN","71.18","71.18","-9.43","-9.43","SAQ","-145","-165","s_26024 [1361]","ANKARAMITE [1361]","","","","","","","","","VOL","","","","","WR [1361] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70339","","","","","","","","","","","","","","","","","","","","","21955",
"[1361]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","DREDGE 11, SEAMOUNT WEST OF JAN MAYEN","71.24","71.24","-11.13","-11.13","SAQ","-275","-290","s_26031 [1361]","ANKARAMITE [1361]","","","","","","","","","VOL","","","","","WR [1361] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70327","","","","","","","","","","","","","","","","","","","","","21956",
"[1361]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","DREDGE 15, SOUTH WALL","70.9","70.9","-6.6","-6.6","SAQ","-1100","-1280","s_26241 [1361]","ANKARAMITE [1361]","","","","","","","","","VOL","","","","","WR [1361] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7034","","","","","","","","","","","","","","","","","","","","","21959",
"[1361]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","DREDGE 19, BANK ENE OF JAN MAYEN","71.42","71.42","-7.61","-7.61","SAQ","-730","-730","s_26259 [1361]","ANKARAMITE [1361]","","","","","","","","","VOL","","","","","WR [1361] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70348","","","","","","","","","","","","","","","","","","","","","21962",
"[1361]","OCEAN ISLAND","JAN MAYEN / JAN MAYEN","DREDGE 20, BANK NE OF JAN MAYEN","71.4","71.4","-7.65","-7.65","SAQ","-820","-820","s_26252 [1361]","ANKARAMITE [1361]","","","","","","","","","VOL","","","","","WR [1361] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","480","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70345","","","","","","","","","","","","","","","","","","","","","21963",
"[1420]","OCEAN ISLAND","COMOROS / MOHELI (MWALI)","","-12.28","-12.28","43.71","43.71","SAE","","","s_15 [1420]","ANKARAMITE [1420]","","","","","","","","","VOL","","","","","WR [1420] ","46.2","2.6","","12.8","","3.7","8.8","","10.9","8","0.2","","1.05","2.38","0.95","1.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22415",
"[1420]","OCEAN ISLAND","COMOROS / MOHELI (MWALI)","","-12.28","-12.28","43.71","43.71","SAE","","","s_19 [1420]","ANKARAMITE [1420]","","","","","","","","","VOL","","","","","WR [1420] ","44.21","2.36","","10.08","","3.46","8.85","","12.23","13.37","0.19","","1.1","1.83","0.47","1.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","","","","397","62","102","","","","","","135","514","","190","","","","","","","","","","","","","","550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22416",
"[1420]","OCEAN ISLAND","COMOROS / MOHELI (MWALI)","","-12.28","-12.28","43.71","43.71","SAE","","","s_28 [1420]","ANKARAMITE [1420]","","","","","","","","","VOL","","","S","","WR [1420] ","44.19","1.99","","8.71","","2.26","10.19","","12","14.8","0.2","","0.83","1.4","0.29","1.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","595","","","","341","63","105","","","","","","26","387","","144","","","","","","","","","","","","","","290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22417",
"[1420]","OCEAN ISLAND","COMOROS / MOHELI (MWALI)","","-12.28","-12.28","43.71","43.71","SAE","","","s_30 [1420]","ANKARAMITE [1420]","","","","","","","","","VOL","","","M","","WR [1420] ","42.3","2.29","","8.5","","3.4","10.3","","10.3","17.7","0.19","","0.75","1.26","1.07","2.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22418",
