"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[23182]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / PONTA GROSSA ALKALINE IGNEOUS PROVINCE","JOSE FERNANDES SUITE","-24.7","-24.7","-49","-49","SAE","","","s_VA46K [23182]","BASALTIC-TRACHYANDESITE [23182]","","","LOWER [23182]","CRETACEOUS [23182]","","","","","VOL","","","","","WR [23182] ","50.67","2.33","","14.52","","","","10.3","7.44","4.31","0.19","","3.49","3.32","0.52","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","0","","","","","0","0","","","19","","281","70","","","30","44","41","114","20","","","","","85.7","951","23.1","187","58.5","","","","","","","","","","","","1.37","1167","77.3","155","17.6","65.9","10.6","2.74","7.88","0.95","4.78","0.89","1.99","0.31","1.68","0.25","5.31","3.79","1.9","","","","","","","","19.4","","13","3.21","","","","","","","","","","","","","","","","","","","","","","","","","1585719",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_G-1-10 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","56.89","1.05","","16.66","0.003","","","5.95","6.43","4.05","0.11","","2.65","4.25","0.43","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","3029.32100939794","","","28132.6502230441","","14","13146.8566491793","141","16.3050390179584","","","21.5","34","12.3","48","18.2","","","","","90","640","23.5","202","23.4","1","","","","","","","","","","","2.6","702","51.7","92.2","9.89","34.1","5.85","1.48","4.91","0.79","4.15","0.88","2.44","0.37","2.19","0.33","5.2","1.4","1","","","","","1.2","","","2","","18.7","4.7","","","","","","","","","","","","","","","","","","","","","","","","","1597545",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_G-1-21 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","56.33","1.03","","16.35","0.005","","","5.97","6.89","3.75","0.1","","2.6","4.08","0.42","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","2958.87168359799","","","27601.8455018546","","16","12896.440332052","138","27.1750650299306","","","21.2","48","24.7","43","17.3","","","","","88.5","642","22.6","192","22.7","1.8","","","","","","","","","","","1.9","687","50.7","89.7","9.54","33","5.72","1.42","4.73","0.78","3.83","0.88","2.53","0.35","2.3","0.33","4.4","1.3","1.2","","","","","0.8","","","3.1","","18.2","4.7","","","","","","","","","","","","","","","","","","","","","","","","","1597547",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_G-1-18 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","56.96","0.99","","16.47","0.002","","","5.89","6.69","4.1","0.1","","2.71","4.13","0.39","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","2747.52370619813","","","28769.6158884716","","16","12395.6076977976","159","10.8700260119722","","","21.5","40","32.4","52","17.2","","","","","83.6","679.6","22.9","190.8","23.1","1.4","","","","","","","","","","","2","684","52.5","91.6","9.9","34.1","5.85","1.46","4.97","0.77","4.03","0.86","2.51","0.34","2.29","0.32","4.8","1.3","0.9","","","","","0","","","3.4","","17.5","4.5","","","","","","","","","","","","","","","","","","","","","","","","","1597548",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_B-1-2 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","56.55","0.78","","15.15","0.048","","","5.61","7.7","5.92","0.11","","2.53","3.7","0.31","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","2183.92909979851","","","26858.7188921893","","19","9766.23636796174","121","260.880624287334","","","25.9","85","","","15.5","","","","","84.5","589.2","18.6","240.3","19.7","","","","","","","","","","","","1.7","715","54.9","91.4","9.67","33","5.11","1.27","4.23","0.59","3.46","0.69","1.97","0.28","1.87","0.28","5.1","1.3","1.4","","","","","","","","","","18.1","4.3","","","","","","","","","","","","","","","","","","","","","","","","","1597550",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_B-2-8 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","55.39","0.94","","16.86","0.006","","","6.25","7.33","4.66","0.12","","2.39","4.07","0.37","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","2606.62505459823","","","25372.4656728587","","24","11769.5669049795","202","32.6100780359167","","","38.7","95","","","13.8","","","","","25.9","1632.6","25.8","186.8","24.2","","","","","","","","","","","","0.6","703","54.1","106.2","12.45","45.8","7.66","2.11","6.58","0.87","5.01","0.93","2.68","0.36","2.31","0.35","4.2","1.3","0.6","","","","","","","","","","7.8","1.7","","","","","","","","","","","","","","","","","","","","","","","","","1597552",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_F-1-2 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","53.29","1.04","","15.22","0.039","","","6.54","8.24","5.37","0.1","","2.76","4","0.75","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","5283.69943499641","","","29300.4206096611","","17","13021.6484906156","136","211.965507233459","","","24.3","101","31.6","63","16.2","","","","","77.7","1020.1","25","206.8","31.1","1.1","","","","","","","","","","","1.8","811","77.3","137.7","14.75","51","7.93","1.95","6.08","0.92","4.62","0.9","2.57","0.36","2.18","0.33","4.7","1.7","0.9","","","","","0.5","","","1.6","","20.7","5.5","","","","","","","","","","","","","","","","","","","","","","","","","1597553",
"[23225]","INTRAPLATE VOLCANICS","ANATOLIA-IRAN BELT / IRAN / EASTERN ANATOLIAN VOLCANIC BELT","SALMAS REGION","38.24","38.24","44.34","44.34","SAE","","","s_F-1-5 [23225]","BASALTIC-TRACHYANDESITE [23225]","","","","CENOZOIC [23225]","","","","","VOL","","","","","WR [23225] ","53.5","1.07","","15.3","0.03","","","6.5","9.79","4.93","0.12","","2.58","3.93","0.64","","","","","","","","","","","","","","","","2.35","","","","","","","","","","","","","","","","","","","","","","","4508.75685119693","","","27389.5236133788","","0","13397.2729663065","79","163.050390179584","","","25.6","99","","65","16.8","","","","","64.8","1075","23","195","30.2","","","","","","","","","","","","0.63","872","81.4","135","14.85","58","8.86","1.97","5.95","0.8","4.64","0.87","2.49","0.33","2.11","0.32","4.5","1.7","1","","","","","","","","15","","19.95","3.74","0.5125773","","","0.7056852","","","","","","","","","","","","","","","","","","","","","1597554",
"[8818][9207]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / CAMPANIAN VOLCANIC PROVINCE / VESUVIUS (SOMMA-VESUVIUS) / CODOLA FORMATION","QUARRY NEAR THE VILLAGE OF CODOLA, ESE M. SOMMA INTO THE PLAIN","40.821","40.821","14.426","14.426","SAE","","","s_S-1B [8818] / s_S1B [9207]","BASALTIC-TRACHYANDESITE [8818] / NOT GIVEN [9207]","25000 [8818]","25000 [8818]","","PLEISTOCENE [8818]","","","","","VOL","","","","","WR [8818] ","54.5","0.58","","18.4","","","2.19","3.85","4.6","0.86","0.13","","8.17","3.21","0.16","","1.98","1.25","","0.03","","0.2","0.48","","","","","","","","3.61","","","","","","","","","","","","","","0","","4.2","","","","","","","","","","","","7.03","","","2.99","","","0","4.89","8.1","1.5","","","11.4","0","","325","1100","42","330","58","3.3","","","","0.049","","","81","0.47","","","15.21","1550","68.4","128","","48.3","10.72","2.27","","1.13","","","","","2.79","0.358","5.87","34","4.4","","","","","0","","","36","","3.73","24.6","0.51246","","","0.707187","","19.013","","15.633","","39.014","","","","","","","","","","","","","","","160366",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_BU4 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","48.4","2.65","","16.5","0.01","","","11.65","5.12","2.07","0.21","","2.86","4.35","1.25","","","","","","","","","","","","","","","","1.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","10","","","28","","","","22.4","","","","","37.2","1235","31.8","303","58.5","","","","","","","","","","","","0.6","526","47.7","104","13.1","57","10.9","3.87","10.2","1.17","6.9","1.24","3.29","0.37","2.43","0.35","6.9","4.4","","","","","","","","0.5","","","4.13","1.39","","","","","","","","","","","","","","","","","","","","","","","","","1606416",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_BU5 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","47.7","2.36","","14.8","0.01","","","10.66","6.69","1.13","0.19","","4.55","3.42","1.21","","","","","","","","","","","","","","","","3.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","10","","","21.6","","","","19.7","","","","","41.8","711","27.8","245","51.2","","","","","","","","","","","","0.48","613","41.1","90.1","11.35","48.6","9.27","3.34","8.81","1.04","6.31","1.03","2.48","0.35","1.81","0.28","5.9","3.7","","","","","","","","0.5","","","3.56","1.62","0.512778","","","0.7039601","","","","","","","","","","","","","","","","","","","","","1606417",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_BT5 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","48.8","2.25","","17.25","0.01","","","9.04","4.81","2.81","0.19","","2.49","5.15","1.05","","","","","","","","","","","","","","","","3.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","20","","","","","","","26.4","","","","","12.5","1465","25.3","321","73.1","","","","","","","","","","","","0.35","1290","56.7","113.5","13.15","55.6","9.74","3.09","8.02","1.08","5.99","0.98","2.41","0.3","1.69","0.23","7.4","4.4","","","","","","","","","","","5.37","1.55","","","","","","","","","","","","","","","","","","","","","","","","","1606418",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_LB4 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","51.4","2.4","","17.15","0.003","","","10.71","5.25","3.07","0.18","","2.71","4.99","0.75","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","50","","","30.4","","","","26.1","","","","","26.6","901","30.9","310","56.8","","","","","","","","","","","","0.53","436","38.5","83.2","9.74","41","8.89","2.48","6.9","1","5.71","1","2.59","0.35","2.4","0.33","7","4.3","","","","","","","","0","","","5.01","1.76","","","","","","","","","","","","","","","","","","","","","","","","","1606419",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_LM8 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","46.3","2.58","","16.6","0.01","","","11.61","5.22","3.68","0.2","","2.6","4.14","0.95","","","","","","","","","","","","","","","","3.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","20","","","","","","","28.2","","","","","17.7","969","33.2","355","56.5","","","","","","","","","","","","0.18","445","46.6","98","11.85","51.1","10","3.14","8.74","1.28","7.21","1.27","3.37","0.47","2.75","0.4","7.9","3.3","","","","","","","","","","","3.32","1.18","","","","","","","","","","","","","","","","","","","","","","","","","1606420",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_LM9 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","50.8","2.32","","16.7","0","","","10.39","4.91","3.46","0.15","","2.65","5.02","0.73","","","","","","","","","","","","","","","","1.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","40","","","26.7","","","","24","","","","","26.6","843","29.2","321","55","","","","","","","","","","","","0.57","419","36.6","79.4","9.38","40.4","8.27","2.53","7.07","1","5.72","1.07","2.46","0.38","2.48","0.33","7.3","4.7","","","","","","","","0","","","5.47","2.05","0.512785","","","0.7032218","","","","","","","","","","","","","","","","","","","","","1606421",
"[23249]","INTRAPLATE VOLCANICS","SIERRAS_ARGENTINA / ARGENTINA / SIERRAS PAMPEANAS","SIERRA DE VALLE FERTIL","-31","-31","-67.5","-67.5","SAE","","","s_LM10 [23249]","BASALTIC-TRACHYANDESITE [23249]","","","","TRIASSIC [23249]","","","","","VOL","","","","","WR [23249] ","51.6","2.29","","17.2","0.001","","","9.9","5.09","1.23","0.12","","2.96","5.4","0.74","","","","","","","","","","","","","","","","1.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","40","","","27","","","","25.4","","","","","39.6","844","31","311","63.6","","","","","","","","","","","","0.58","424","36.7","80.2","9.74","40.4","8.82","2.63","7.19","1.06","5.98","1.11","2.99","0.41","2.58","0.32","7","5.7","","","","","","","","0","","","6.65","2.5","","","","","","","","","","","","","","","","","","","","","","","","","1606422",
"[23264]","OCEAN ISLAND","CANARY ISLANDS / FUERTEVENTURA","MORRO DEL HALCONCILLO","28.4","28.4","-14","-14","SAE","","","s_MH2 [23264]","BASALTIC-TRACHYANDESITE [23264]","","","","MIOCENE [23264]","","","","","VOL","","","","","WR [23264] ","50.3086730174412","2.85276000994245","","16.8663179535194","0.110106526699533","","","8.99","7.59735034226778","3.46335074891259","0.210203369153654","6.00581054724726E-02","2.7326437989975","4.35421264675426","1.06102653001368","","","","","","","","","","","","","","","","-9.63679260957804E-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.38828752836657","18422.3177690489","164.456865384109","709.24208377297","","","19.8813111036071","492.322213143427","18.7166473038489","187.683301953485","","","","","","46.466372220062","896.69281288508","36.8873558274131","478.629689027449","95.8371013759737","7.17586498988578","","","","","","","","","","","0.436099553953604","621.812332613658","72.5730041946186","148.797719774503","17.6565591729281","71.3323993886742","13.208727905063","3.88929621271737","10.3383537055368","1.40988868423951","7.62145201018469","1.37179233357102","3.36859589661619","0.410090040558116","2.62818598798228","0.350560587928641","9.58436850401679","5.00965018557656","1.01491967893283","","","","","","","","4.85976528547221","","6.93583125207291","1.73858353007856","","","","","","","","","","","","","","","","","","","","","","","","","1615625",
"[23278]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CERRO CARCOTE","","-21.4397","-21.4397","-68.3875","-68.3875","SAE","","","s_CAR-01 [23278]","BASALTIC-TRACHYANDESITE [23278]","","","","PLIOCENE [23278]","","","","","VOL","","","","","WR [23278] ","56.05","1.06","","16.72","0.02","","","6.69","6.59","4.17","0.11","0.01","1.92","3.76","0.31","","","0.19","","","","","","","","","","0.07","","","0.78","","","","","","","","","","","","","","10.9","","","","","","","","","","","","","","12.9","","163","130","","","25.6","24","44","106","","","","","","35.14","718","14.3","148","6.78","","","","","","","","","","","","","2705","22.12","45.83","5.86","24.47","4.71","1.17","4.07","0.55","2.9","0.53","1.38","0.2","1.19","0.19","3.64","0.45","","","","","","","","","7.18","","3.11","0.98","0.512376","","","0.70628","","","","","","","","","","","","","","","","","","","","","1623960",
"[23278]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / CERRO CARCOTE","","-21.4389","-21.4389","-68.3897","-68.3897","SAE","","","s_CAR-04 [23278]","BASALTIC-TRACHYANDESITE [23278]","","","","PLIOCENE [23278]","","","","","VOL","","","","","WR [23278] ","55.14","0.98","","16.45","0.03","","","6.84","7.11","4.99","0.11","0.01","2.29","3.48","0.22","","","0.15","","","","","","","","","","0.01","","","0.68","","","","","","","","","","","","","","12.3","","","","","","","","","","","","","","19.2","","178","217","","","28.1","39","41","93","","","","","","54.37","503","16.9","153","6.84","","","","","","","","","","","","","688","23.2","46.67","5.73","23.12","4.47","1.18","3.92","0.56","3.22","0.64","1.76","0.25","1.61","0.26","3.73","0.48","","","","","","","","","6.66","","4.7","1.21","0.512407","","","0.706104","","","","","","","","","","","","","","","","","","","","","1623963",
"[23278]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / PANIRI","","-22.0242","-22.0242","-68.2883","-68.2883","SAE","","","s_PANI-03 [23278]","BASALTIC-TRACHYANDESITE [23278]","","","","QUATERNARY [23278]","","","","","VOL","","","","","WR [23278] ","56.64","0.82","","17.9","","","","6.12","6.6","3.03","0.11","0.01","2","3.97","0.21","","","0.11","","","","","","","","","","0.01","","","0.46","","","","","","","","","","","","","","17.6","","","","","","","","","","","","","","11.2","","169","15","","","20.1","18","29","86","","","","","","49.31","499","13.8","133","7.3","","","","","","","","","","","","","518","17.89","40.13","4.58","18.17","3.62","0.97","3.08","0.48","2.71","0.55","1.55","0.22","1.45","0.23","3.69","0.51","","","","","","","","","10.38","","4.86","1.24","0.512406","","","0.706229","","","","","","","","","","","","","","","","","","","","","1623976",
"[23278]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / APACHETA","","-21.845","-21.845","-68.1856","-68.1856","SAE","","","s_APA-01 [23278]","BASALTIC-TRACHYANDESITE [23278]","","","","QUATERNARY [23278]","","","","","VOL","","","","","WR [23278] ","54.78","0.77","","17.59","","","","5.69","7","3.09","0.13","0.01","2.27","3.24","0.22","","","0.82","","","","","","","","","","0.18","","","2.59","","","","","","","","","","","","","","11.8","","","","","","","","","","","","","","18.7","","164","32","","","20.7","15","34","87","","","","","","122.8","643","21.7","129","6.82","","","","","","","","","","","","","624","21.53","41.56","5.21","20.66","4.17","1.05","3.91","0.63","3.76","0.83","2.47","0.37","2.37","0.38","3.41","0.52","","","","","","","","","9.93","","5.7","1.18","0.512413","","","0.706574","","","","","","","","","","","","","","","","","","","","","1623980",
"[23278]","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / CHILE / LA PORUNITA","","-21.3208","-21.3208","-68.2942","-68.2942","SAE","","","s_PORU-01 [23278]","BASALTIC-TRACHYANDESITE [23278]","","","","QUATERNARY [23278]","","","","","VOL","","","","","WR [23278] ","55.49","1.14","","16.69","0.01","","","6.99","6.66","4.28","0.11","0.01","1.97","3.73","0.25","","","0.18","","","","","","","","","","0.01","","","0.85","","","","","","","","","","","","","","13.4","","","","","","","","","","","","","","12.8","","187","86","","","25","10","30","114","","","","","","31.84","484","17.2","157","8.75","","","","","","","","","","","","","763","23.11","50.42","6.25","25.36","5.28","1.39","4.52","0.63","3.55","0.65","1.77","0.23","1.48","0.23","4.17","0.72","","","","","","","","","8","","3.13","0.86","0.512344","","","0.706408","","","","","","","","","","","","","","","","","","","","","1623982",
